# image_id qw qx qy qz Cx Cy Cz camera_id name cluster_label
18 0.07906284 0.06592103 0.91703373 0.38529550 -0.02177800 -1.51478606 3.34883212 1 frame_00018.png 0
274 0.97192814 -0.18314665 0.14306959 0.03666186 1.08364105 2.48584012 -3.57976512 1 frame_00274.png 2
17 0.12725230 0.06838405 0.91351381 0.38029330 0.19354930 -1.49127830 3.29019647 1 frame_00017.png 0
273 0.97553191 -0.19380997 0.10007705 0.02756379 0.82540504 2.50155218 -3.57577813 1 frame_00273.png 2
16 0.16511250 0.06881773 0.90970989 0.37473978 0.37322793 -1.49229669 3.27446193 1 frame_00016.png 0
272 0.97783562 -0.19429445 0.07465390 0.02267091 0.68048190 2.50291285 -3.58261149 1 frame_00272.png 2
15 0.20719928 0.06926757 0.90355762 0.36858390 0.56297528 -1.50616582 3.23179625 1 frame_00015.png 0
271 0.97944434 -0.19495169 0.04844839 0.01831346 0.52031225 2.52286491 -3.58934238 1 frame_00271.png 2
14 0.25473167 0.06928455 0.89451347 0.36077289 0.78776459 -1.46875339 3.13735510 1 frame_00014.png 0
270 0.98025916 -0.19678762 0.01304081 0.01401987 0.30469366 2.52986711 -3.59841337 1 frame_00270.png 2
13 0.29781275 0.06862386 0.88391308 0.35397174 0.99758099 -1.45436619 3.03044966 1 frame_00013.png 0
269 0.98058038 -0.19539401 -0.01243823 0.01133928 0.14553846 2.53964571 -3.59796213 1 frame_00269.png 2
12 0.33495876 0.06808140 0.87296292 0.34799899 1.15568514 -1.43810640 2.97624355 1 frame_00012.png 0
268 0.97889986 -0.19358013 -0.06519983 0.00554831 -0.08921567 2.55757587 -3.55108580 1 frame_00268.png 2
11 0.37563460 0.06651590 0.85877718 0.34201761 1.35397585 -1.42555086 2.90416867 1 frame_00011.png 0
267 0.97699550 -0.19223428 -0.09228985 0.00289206 -0.19530193 2.55954105 -3.53086249 1 frame_00267.png 2
10 0.41346113 0.06486918 0.84355460 0.33653755 1.50980735 -1.40943994 2.79991403 1 frame_00010.png 0
266 0.97312662 -0.18589772 -0.13588251 -0.00159928 -0.41986053 2.57147498 -3.47894426 1 frame_00266.png 2
9 0.44714747 0.06322090 0.82852168 0.33108019 1.63516087 -1.32141150 2.63713042 1 frame_00009.png 0
265 0.96988172 -0.18221108 -0.16159983 -0.00375035 -0.59302638 2.55993530 -3.43055377 1 frame_00265.png 2
8 0.47524232 0.06117696 0.81446983 0.32717121 1.75050721 -1.26367336 2.45458776 1 frame_00008.png 0
264 0.96317663 -0.18264373 -0.19719721 -0.00673048 -0.77707176 2.53852065 -3.32579857 1 frame_00264.png 2
7 0.50382807 0.05889161 0.79935755 0.32205056 1.89702890 -1.18286760 2.26960837 1 frame_00007.png 0
128 -0.12537171 -0.02655387 0.91803787 0.37521100 -1.23783593 -1.99886601 3.00272401 1 frame_00128.png 0
129 -0.16122900 -0.02807879 0.91387297 0.37155482 -1.43674873 -1.96154287 2.89408419 1 frame_00129.png 0
130 -0.20990098 -0.03225207 0.90670644 0.36439652 -1.71042532 -1.89519981 2.77227502 1 frame_00130.png 0
131 -0.24572660 -0.03545361 0.89989892 0.35852951 -1.92732862 -1.85102880 2.66967378 1 frame_00131.png 0
132 -0.28093711 -0.03921890 0.89253158 0.35060462 -2.11470067 -1.77840465 2.54049040 1 frame_00132.png 0
133 -0.32351616 -0.04155529 0.88226277 0.33944493 -2.26618854 -1.70418083 2.36102164 1 frame_00133.png 0
134 -0.36798671 -0.04441193 0.86919304 0.32728707 -2.43306397 -1.61324338 2.14289759 1 frame_00134.png 0
135 -0.40606853 -0.04672282 0.85659390 0.31491620 -2.61953180 -1.52653391 1.94475931 1 frame_00135.png 0
136 -0.43951096 -0.04765257 0.84400955 0.30365643 -2.74131497 -1.45975575 1.73727352 1 frame_00136.png 0
137 -0.48647951 -0.04626924 0.82417830 0.28622887 -2.80261046 -1.33258131 1.45986318 1 frame_00137.png 0
138 0.51669339 0.04602722 -0.80946071 -0.27510508 -2.83149383 -1.26345702 1.23877473 1 frame_00138.png 0
139 0.54784574 0.04546763 -0.79271967 -0.26342603 -2.88167106 -1.14983825 1.01213095 1 frame_00139.png 0
140 0.57694301 0.04362556 -0.77569084 -0.25206605 -2.94295651 -1.06607956 0.75998611 1 frame_00140.png 0
141 0.59953940 0.04196456 -0.76149176 -0.24273811 -2.95774574 -0.97902371 0.55350717 1 frame_00141.png 0
142 0.62412006 0.03840134 -0.74526733 -0.23146513 -2.93649130 -0.88968041 0.31930380 1 frame_00142.png 0
143 0.64689888 0.03472918 -0.72791657 -0.22461789 -2.91206360 -0.80743789 0.06832022 1 frame_00143.png 0
144 0.66588497 0.03204615 -0.71248878 -0.21892920 -2.87554249 -0.70488110 -0.15587692 1 frame_00144.png 0
145 0.68679239 0.02994730 -0.69462803 -0.21192283 -2.82682956 -0.60753325 -0.46225493 1 frame_00145.png 0
146 0.70382350 0.03050483 -0.67905126 -0.20637667 -2.75647509 -0.51700303 -0.68225350 1 frame_00146.png 1
147 0.72630048 0.03192473 -0.65724372 -0.19874385 -2.64333793 -0.43968573 -0.96498372 1 frame_00147.png 1
148 0.74048239 0.03432230 -0.64231926 -0.19476596 -2.57262966 -0.42029343 -1.15653387 1 frame_00148.png 1
149 0.75658759 0.03994154 -0.62481557 -0.18864092 -2.53264376 -0.36109252 -1.44535625 1 frame_00149.png 1
150 0.77347737 0.04152953 -0.60567183 -0.18212546 -2.49159879 -0.30530738 -1.67051162 1 frame_00150.png 1
151 0.78950050 0.04571105 -0.58629279 -0.17567076 -2.43791203 -0.21663406 -1.89217962 1 frame_00151.png 1
152 0.81068642 0.05224664 -0.55826251 -0.16852534 -2.32998782 -0.13508136 -2.15472762 1 frame_00152.png 1
153 0.82664472 0.05611000 -0.53552943 -0.16345762 -2.26920068 -0.06593058 -2.32719668 1 frame_00153.png 1
154 0.84726998 0.06078961 -0.50425377 -0.15545525 -2.19429633 0.03517350 -2.54778728 1 frame_00154.png 1
155 0.87002563 0.06580625 -0.46656089 -0.14507195 -2.09658431 0.10043089 -2.76094299 1 frame_00155.png 1
156 0.88991026 0.07163662 -0.43047748 -0.13272930 -1.97649798 0.19824197 -2.94531960 1 frame_00156.png 1
157 0.91520195 0.07938049 -0.37761074 -0.11625083 -1.78417979 0.26697944 -3.18202458 1 frame_00157.png 1
158 0.92835964 0.08351775 -0.34694179 -0.10394501 -1.67478859 0.34052604 -3.33357385 1 frame_00158.png 1
159 0.94358166 0.09063111 -0.30595176 -0.08850521 -1.56024172 0.41356093 -3.53314023 1 frame_00159.png 1
160 0.95638166 0.09618025 -0.26606527 -0.07275128 -1.40656789 0.50120185 -3.73495569 1 frame_00160.png 1
161 0.96430229 0.09805740 -0.23871945 -0.05932007 -1.28123876 0.56858884 -3.86809391 1 frame_00161.png 1
162 0.97765257 0.09734263 -0.18235616 -0.03828970 -1.04346888 0.62539231 -4.08034307 1 frame_00162.png 1
163 0.98234230 0.09656100 -0.15806318 -0.02637449 -0.93368935 0.69516002 -4.20332198 1 frame_00163.png 1
164 0.98846225 0.09034494 -0.12118978 -0.00965447 -0.73225074 0.75817520 -4.39139251 1 frame_00164.png 1
165 0.99089433 0.08700807 -0.10275148 -0.00040504 -0.56776121 0.81481287 -4.48232791 1 frame_00165.png 1
166 0.99346516 0.08408132 -0.07615922 0.01253286 -0.26892230 0.82590695 -4.59824776 1 frame_00166.png 1
167 0.99520308 0.08169769 -0.04961816 0.02084126 -0.03981906 0.83499635 -4.63813608 1 frame_00167.png 1
168 0.99599731 0.08034436 -0.02435706 0.03067354 0.23661731 0.83145431 -4.67439934 1 frame_00168.png 1
169 0.99602111 0.07877763 0.00654754 0.04114797 0.49490813 0.80444038 -4.66415439 1 frame_00169.png 1
170 0.99539802 0.07597653 0.02869981 0.05085927 0.67714816 0.78217583 -4.61909988 1 frame_00170.png 1
171 0.99251831 0.07186608 0.07249248 0.06698889 0.96866016 0.67920404 -4.51383003 1 frame_00171.png 1
172 0.98827905 0.06838379 0.10867643 0.08256879 1.22506400 0.64378986 -4.42837882 1 frame_00172.png 1
173 0.98170115 0.06609005 0.14787866 0.10013419 1.49064676 0.58852291 -4.34355453 1 frame_00173.png 1
174 0.97233741 0.06408234 0.18966105 0.12034160 1.71320237 0.55086991 -4.21030251 1 frame_00174.png 1
175 0.96089663 0.06205753 0.23070576 0.14000496 1.90454348 0.50452751 -4.05467815 1 frame_00175.png 1
176 0.94505074 0.06092604 0.27628812 0.16380474 2.11174398 0.41033168 -3.89393502 1 frame_00176.png 1
177 0.92348927 0.06023968 0.32728991 0.19084039 2.29891083 0.33487129 -3.71111723 1 frame_00177.png 1
178 0.90044082 0.06272137 0.37311613 0.21460827 2.45926523 0.23946512 -3.53182552 1 frame_00178.png 1
179 0.87811412 0.06029090 0.41230728 0.23512401 2.58882420 0.19373448 -3.31922215 1 frame_00179.png 1
180 0.84896229 0.05856847 0.45802605 0.25699201 2.74024784 0.07564834 -3.04003516 1 frame_00180.png 1
181 0.82896076 0.05699253 0.48729385 0.26855283 2.82756034 0.01018711 -2.84779174 1 frame_00181.png 1
182 0.80690507 0.05301000 0.51761263 0.27959132 2.95234939 -0.05087071 -2.63473632 1 frame_00182.png 1
183 0.77927681 0.04845989 0.55277328 0.29124044 3.07629520 -0.18368270 -2.37666543 1 frame_00183.png 1
184 0.75387258 0.04417653 0.58243415 0.30082392 3.11089685 -0.25971013 -2.13936574 1 frame_00184.png 1
185 0.73033324 0.04070934 0.60838562 0.30793350 3.11710195 -0.34959659 -1.92148059 1 frame_00185.png 1
186 0.70284606 0.03677099 0.63644638 0.31558091 3.11941492 -0.45600653 -1.64462200 1 frame_00186.png 1
187 0.68095714 0.03463131 0.65735623 0.32090627 3.14213650 -0.54657234 -1.37697406 1 frame_00187.png 0
188 0.66069976 0.03418336 0.67563909 0.32529854 3.14157001 -0.65684366 -1.12453865 1 frame_00188.png 0
189 0.64194631 0.03367366 0.69210014 0.32828101 3.07221966 -0.73991852 -0.84496744 1 frame_00189.png 0
190 0.63344056 0.03352713 0.69950934 0.32911345 3.00888484 -0.80678862 -0.70964925 1 frame_00190.png 0
191 0.61445129 0.03335548 0.71475268 0.33236371 2.89108679 -0.98110918 -0.37976718 1 frame_00191.png 0
192 0.59999503 0.03361394 0.72542010 0.33562143 2.80637446 -1.06574810 -0.12263829 1 frame_00192.png 0
